Point,Corner,mc_iteration,Pass/Fail,Voltage_thres,gm_0,gm_1,ID_max,ID_Interpol,Gain_inter,Rout_0,Rout_1,Voh,Vol,Vih,Vil
372,nom,372,,1.27815046983043e+00,8.10866017432325e-05,1.00778105046728e-05,4.76950246110003e-06,4.76101596457402e-06,-9.03437067202483e+01,1.05701366977022e+06,1.83511781101426e+07,1.75454971862390e+00,3.91153554306140e-02,1.39189406196780e+00,1.25272926989013e+00
373,nom,373,,1.29972789771103e+00,9.59684939237787e-05,1.12308205980712e-05,5.65854039168302e-06,5.64691107098727e-06,-7.92102903978542e+01,7.82668980318535e+05,1.53985652879270e+07,1.75322977669774e+00,3.91199484296102e-02,1.41730589165133e+00,1.27326741680993e+00
374,nom,374,,1.28593367160031e+00,8.42637364538865e-05,1.02503288481822e-05,4.95276007989258e-06,4.94351043726566e-06,-8.62486316789465e+01,9.71056938732997e+05,1.75967054064804e+07,1.75428175925681e+00,3.91751783224856e-02,1.40090168347287e+00,1.26017309875192e+00
375,nom,375,,1.28607021334766e+00,7.66656634051048e-05,9.44123678920095e-06,4.42334323513878e-06,4.41513152456199e-06,-9.13342867316427e+01,1.13043479057402e+06,1.99458019958660e+07,1.75548158252609e+00,3.89008679891936e-02,1.39852159765383e+00,1.26111218351966e+00
376,nom,376,,1.27808684351781e+00,7.49474568144751e-05,9.44554583516264e-06,4.35602674237727e-06,4.34780155494835e-06,-9.24048409875907e+01,1.16816855156491e+06,2.02982821408490e+07,1.75555072477887e+00,3.90871232326558e-02,1.39003025981688e+00,1.25304228696568e+00
377,nom,377,,1.27968237696229e+00,8.36588031059601e-05,1.02974044474535e-05,4.94640380884108e-06,4.93762831064963e-06,-8.80016058045760e+01,9.98283227165062e+05,1.75562951940885e+07,1.75415213295209e+00,3.92186301483159e-02,1.39450270728836e+00,1.25395937358606e+00
378,nom,378,,1.29756051234133e+00,9.00901735226553e-05,1.06382526842555e-05,5.26365902492526e-06,5.25329132431800e-06,-8.28756287635866e+01,8.72959106678444e+05,1.66150120052749e+07,1.75390059253718e+00,3.89709590102042e-02,1.41364062214102e+00,1.27166160067419e+00
379,nom,379,,1.26559522564140e+00,7.97857141400587e-05,1.01273993041298e-05,4.77339808794116e-06,4.76494919473915e-06,-8.94416420889832e+01,1.06211480370927e+06,1.80475026829852e+07,1.75421149216416e+00,3.94736907145409e-02,1.38015411412177e+00,1.23980368436007e+00
380,nom,380,,1.26882911088287e+00,7.80998098650810e-05,9.91163570586244e-06,4.62642800944035e-06,4.61822239816739e-06,-9.15199418133781e+01,1.11061332725712e+06,1.88150389918386e+07,1.75465697488219e+00,3.92879866821441e-02,1.38228528571405e+00,1.24339092744493e+00
381,nom,381,,1.27794891993098e+00,8.59121484205032e-05,1.04206529530149e-05,5.13539887685755e-06,5.12731808677404e-06,-8.60254925299400e+01,9.52758211200117e+05,1.64194206185140e+07,1.75348656480795e+00,3.94132950351593e-02,1.39465710792902e+00,1.25184905013534e+00
382,nom,382,,1.28598595759531e+00,8.14621603728063e-05,9.95408000896567e-06,4.75405798476682e-06,4.74522061632370e-06,-8.83038455236766e+01,1.02849082093864e+06,1.84313657671749e+07,1.75472050989983e+00,3.90527415443643e-02,1.39998129501085e+00,1.26055487113919e+00
383,nom,383,,1.24520241585043e+00,7.27237901129187e-05,9.74776064759741e-06,4.38754904146423e-06,4.37931995000447e-06,-9.37520575423473e+01,1.21662019864615e+06,1.97030262160445e+07,1.75476630227020e+00,3.96176234152657e-02,1.35802184126508e+00,1.21972358426485e+00
384,nom,384,,1.25842419220441e+00,7.20806410737829e-05,9.38861915333218e-06,4.27259513238678e-06,4.26493212887532e-06,-9.40444576923314e+01,1.23483940403794e+06,2.02750079699102e+07,1.75523023570523e+00,3.93721220865829e-02,1.37082401243264e+00,1.23324995244382e+00
385,nom,385,,1.26831175540895e+00,8.14295856930354e-05,1.02556373051935e-05,4.87313506739955e-06,4.86453374963793e-06,-8.84764436948117e+01,1.02988439364494e+06,1.76603695585136e+07,1.75404535545877e+00,3.94728592070531e-02,1.38327360536440e+00,1.24241350463161e+00
386,nom,386,,1.29691943919022e+00,8.56110714575278e-05,1.02228472780498e-05,4.96378802547898e-06,4.95370707628474e-06,-8.47706566734432e+01,9.38918538132841e+05,1.77929605273983e+07,1.75455789839803e+00,3.89282867372708e-02,1.41165258483764e+00,1.27132682733410e+00
387,nom,387,,1.25823887863464e+00,7.85218086020809e-05,1.02213800984872e-05,4.71194613567805e-06,4.70321594306122e-06,-9.18529415626126e+01,1.10593248577657e+06,1.85142187356596e+07,1.75434486686268e+00,3.94373738932273e-02,1.37175573890185e+00,1.23261834039803e+00
388,nom,388,,1.28522961794305e+00,7.92247402980798e-05,9.67272010508822e-06,4.61529179156223e-06,4.60704629217106e-06,-8.89653378610945e+01,1.06645403015807e+06,1.88505174976418e+07,1.75493080903722e+00,3.90924385464504e-02,1.39909477159358e+00,1.25988797125145e+00
389,nom,389,,1.28720455120372e+00,8.96972187238382e-05,1.08064193505649e-05,5.31467078139345e-06,5.30471721034274e-06,-8.38387746643169e+01,8.86728421629944e+05,1.63238288869694e+07,1.75357250724604e+00,3.92072513368530e-02,1.40350563245020e+00,1.26107750292966e+00
390,nom,390,,1.27716475166292e+00,8.38108284644246e-05,1.04232686388807e-05,4.96393700805865e-06,4.95491217694446e-06,-8.88326729830032e+01,1.00488373438597e+06,1.76304456176422e+07,1.75415459426324e+00,3.92077910684379e-02,1.39156062523530e+00,1.25146825982398e+00
391,nom,391,,1.28916964851675e+00,7.49239677998087e-05,9.24165352240524e-06,4.28773714386068e-06,4.27932170212259e-06,-9.16601662774446e+01,1.15980149398094e+06,2.07699367021893e+07,1.75593142705143e+00,3.88216508957706e-02,1.40080861511396e+00,1.26438339493412e+00
392,nom,392,,1.27594653337114e+00,7.70091526067155e-05,9.72370603150402e-06,4.49680584793257e-06,4.48862546771223e-06,-9.33139897962751e+01,1.14860858452782e+06,1.96745461883378e+07,1.75519814633744e+00,3.90319549312148e-02,1.38810569041855e+00,1.25088805685330e+00
393,nom,393,,1.28490176139725e+00,8.45396542057226e-05,1.02585929447428e-05,4.97837661897475e-06,4.96947114920655e-06,-8.65297179095390e+01,9.71866768455999e+05,1.73941026732192e+07,1.75414439264650e+00,3.91719412591017e-02,1.40015711308902e+00,1.25914529728355e+00
394,nom,394,,1.31242438269029e+00,9.45154210839512e-05,1.08057434292844e-05,5.46904554080374e-06,5.45719142469871e-06,-7.82648522568524e+01,7.85616100967046e+05,1.60698947762060e+07,1.75385071730289e+00,3.88936233464661e-02,1.42953680246065e+00,1.28628818455612e+00
395,nom,395,,1.26451507822370e+00,8.08483350634299e-05,1.03111553826136e-05,4.84767446566602e-06,4.83891908916850e-06,-8.95442015471424e+01,1.04864816534520e+06,1.78614675739970e+07,1.75409405867898e+00,3.94645424693957e-02,1.37900793099816e+00,1.23868486409078e+00
396,nom,396,,1.27141571910341e+00,7.88088920151596e-05,9.96227553658495e-06,4.65982198820044e-06,4.65140184158044e-06,-9.09531394331754e+01,1.09364872624902e+06,1.87446228244186e+07,1.75466511979795e+00,3.92679610333457e-02,1.38487822352167e+00,1.24594817063155e+00
397,nom,397,,1.28146454480131e+00,8.69257122157250e-05,1.05379830041918e-05,5.18016638025477e-06,5.17125096989370e-06,-8.47620777149807e+01,9.26321718884836e+05,1.64787957841751e+07,1.75358561543368e+00,3.93929696323058e-02,1.39796553147034e+00,1.25528596911999e+00
398,nom,398,,1.28019920813886e+00,8.25266564489535e-05,1.03213480167329e-05,4.84730057607537e-06,4.83770391097990e-06,-8.92941981064561e+01,1.02404320200035e+06,1.83667789559890e+07,1.75461282038802e+00,3.90965427911534e-02,1.39351699311377e+00,1.25468795997006e+00
399,nom,399,,1.25810529826157e+00,7.40510272128874e-05,9.61305308227860e-06,4.41803816183342e-06,4.40999129842988e-06,-9.18954399033432e+01,1.17410413778360e+06,1.95180586428726e+07,1.75486462616439e+00,3.95027809361312e-02,1.37139497764356e+00,1.23262910519094e+00
400,nom,400,,1.26821967447293e+00,7.47061225465631e-05,9.58654392060077e-06,4.39422965874606e-06,4.38596998366111e-06,-9.27928843496684e+01,1.17555626428233e+06,1.99892052905605e+07,1.75524682002438e+00,3.92378861631243e-02,1.38049788213041e+00,1.24302509676225e+00
401,nom,401,,1.27146630800374e+00,8.36304439941204e-05,1.04557673707043e-05,4.99183546977154e-06,4.98342543496228e-06,-8.96926031853133e+01,1.01788433173535e+06,1.73242190947840e+07,1.75388807921018e+00,3.93074421843876e-02,1.38629591020789e+00,1.24570271056474e+00
402,nom,402,,1.29317632901020e+00,8.85387930771323e-05,1.05371026509338e-05,5.19321332397606e-06,5.18339426514306e-06,-8.38326612882975e+01,8.98830620269423e+05,1.67427362151206e+07,1.75390449725485e+00,3.90577478290947e-02,1.40917754770135e+00,1.26727876832244e+00
403,nom,403,,1.25746617738087e+00,7.92520580333748e-05,1.01822794569830e-05,4.79490543877737e-06,4.78642679567574e-06,-8.86474345537399e+01,1.05889215034103e+06,1.77559477573324e+07,1.75393875144817e+00,3.96886145427194e-02,1.37270850333137e+00,1.23142817015491e+00
404,nom,404,,1.28385314258206e+00,8.05207278547872e-05,9.88142128801616e-06,4.71002829010458e-06,4.70138525796116e-06,-8.84165449512922e+01,1.04189756163732e+06,1.85410327748064e+07,1.75475523816875e+00,3.91473212424411e-02,1.39784427319297e+00,1.25836881044770e+00
405,nom,405,,1.23838324583116e+00,6.99090575651634e-05,9.53633266228324e-06,4.23398601390630e-06,4.22556746219661e-06,-9.33795105443720e+01,1.25785080668718e+06,2.03567623427967e+07,1.75501016456116e+00,3.97940719445339e-02,1.35092558133321e+00,1.21283900720981e+00
406,nom,406,,1.29910588976492e+00,8.47822009585553e-05,1.00710682403598e-05,4.89729762006110e-06,4.88738369971773e-06,-8.46808724614078e+01,9.47478646271977e+05,1.80102008750456e+07,1.75470983095517e+00,3.88978795059320e-02,1.41377914690754e+00,1.27358699648993e+00
407,nom,407,,1.26265107872880e+00,7.76668270444036e-05,9.99253033871802e-06,4.63295468392997e-06,4.62456318912867e-06,-9.15752233270283e+01,1.11608553961888e+06,1.87587644286376e+07,1.75453766581888e+00,3.93951563949272e-02,1.37618525731535e+00,1.23711130337977e+00
408,nom,408,,1.26981399562522e+00,7.61149490476512e-05,9.58003389777135e-06,4.49519586243258e-06,4.48762547059288e-06,-9.15185907109178e+01,1.14127255230117e+06,1.91385215037447e+07,1.75483843329334e+00,3.93124780710367e-02,1.38346564915942e+00,1.24445120727492e+00
409,nom,409,,1.29662641350913e+00,8.39613279341210e-05,1.00922529325528e-05,4.84602620810541e-06,4.83600250993848e-06,-8.61516155242119e+01,9.72434108019289e+05,1.83720353073179e+07,1.75485925981933e+00,3.88398261816737e-02,1.41054138326351e+00,1.27124228215059e+00
410,nom,410,,1.30723618927627e+00,9.03207013962151e-05,1.05074925915282e-05,5.22644314910851e-06,5.21512403719702e-06,-8.01820295921793e+01,8.41704118210194e+05,1.68763745108371e+07,1.75423879812972e+00,3.89603614707903e-02,1.42336940285291e+00,1.28125829597589e+00
411,nom,411,,1.26844779366336e+00,8.03361846184324e-05,1.01134065657918e-05,4.79281076376865e-06,4.78460494574524e-06,-8.97183088928424e+01,1.05931371219975e+06,1.79509675174442e+07,1.75419636055237e+00,3.94030734962235e-02,1.38306176881923e+00,1.24272546687527e+00
412,nom,412,,1.27865812314669e+00,7.83037560138977e-05,9.76877342696185e-06,4.57828438472465e-06,4.57003525569925e-06,-9.14463734405307e+01,1.10778952573670e+06,1.91820513374416e+07,1.75499394910254e+00,3.90852643328451e-02,1.39162965726926e+00,1.25343376824495e+00
413,nom,413,,1.28509839190196e+00,8.61270961048098e-05,1.04977898886159e-05,5.08526447577754e-06,5.07556799636352e-06,-8.53562943011613e+01,9.39617242135301e+05,1.71643715596411e+07,1.75403458929453e+00,3.92309394108216e-02,1.40041330558349e+00,1.25915418405274e+00
414,nom,414,,1.28055251415373e+00,8.18570355529410e-05,1.01163528380717e-05,4.81532300541838e-06,4.80651813950310e-06,-8.87371383168473e+01,1.02817965546297e+06,1.81603879205972e+07,1.75449853208910e+00,3.91747882770016e-02,1.39466972624250e+00,1.25498234895134e+00
415,nom,415,,1.24544388118754e+00,7.38061034353061e-05,9.77537038266446e-06,4.47344973499113e-06,4.46560529785728e-06,-9.24361313866111e+01,1.18410097030572e+06,1.90284508964999e+07,1.75442450677099e+00,3.97111601659544e-02,1.35937700448030e+00,1.21977917995714e+00
416,nom,416,,1.27242893930602e+00,7.30822386717174e-05,9.31263340579942e-06,4.26252205235605e-06,4.25453229120923e-06,-9.32388153041690e+01,1.20827242123114e+06,2.06347706607024e+07,1.75562097611792e+00,3.91544993091765e-02,1.38423790626309e+00,1.24741917681724e+00
417,nom,417,,1.27673508512112e+00,8.24509857105354e-05,1.02014939705717e-05,4.88261212460535e-06,4.87425336352364e-06,-8.91126442323780e+01,1.02617025841152e+06,1.77230014751164e+07,1.75419507418797e+00,3.92461136121664e-02,1.39138838169785e+00,1.25107633631871e+00
418,nom,418,,1.28568454924309e+00,8.72915588813669e-05,1.06794825825725e-05,5.14255556861112e-06,5.13238816449509e-06,-8.60635398963249e+01,9.33935133158769e+05,1.71714733188675e+07,1.75403713521177e+00,3.90916178661732e-02,1.40054076246038e+00,1.25986362384329e+00
419,nom,419,,1.26224132078794e+00,7.86682900218009e-05,1.00464494902883e-05,4.71738912639175e-06,4.70910399798110e-06,-8.98865221702739e+01,1.08239957009529e+06,1.81943814886694e+07,1.75423866722011e+00,3.95197958625264e-02,1.37676891176227e+00,1.23646586871711e+00
420,nom,420,,1.27287339675726e+00,8.06660385789887e-05,1.01294807082460e-05,4.77717876417017e-06,4.76878405728131e-06,-9.06278739297040e+01,1.06551479461623e+06,1.82457700053207e+07,1.75441966068168e+00,3.92468541215180e-02,1.38674825260943e+00,1.24733852162780e+00
421,nom,421,,1.28425324782200e+00,9.26088756077331e-05,1.10574053357153e-05,5.55787211134063e-06,5.54838871126380e-06,-8.19227511196616e+01,8.40754740629707e+05,1.52082777230759e+07,1.75285567233708e+00,3.94178333985931e-02,1.40233826453259e+00,1.25768531614901e+00
422,nom,422,,1.29015523759656e+00,8.42011659549399e-05,1.01789439433892e-05,4.91363312885675e-06,4.90420784999352e-06,-8.63461650619688e+01,9.72766924955793e+05,1.78564018735432e+07,1.75448073364441e+00,3.90268988190885e-02,1.40477495132321e+00,1.26456527960878e+00
423,nom,423,,1.26427680556463e+00,7.59934353498093e-05,9.73574069518692e-06,4.52137145601428e-06,4.51298000178654e-06,-9.01884016686507e+01,1.12316659517124e+06,1.91261432796910e+07,1.75476797959100e+00,3.94837036002201e-02,1.37794891609525e+00,1.23867045982829e+00
424,nom,424,,1.27542353680269e+00,7.75252606210288e-05,9.69041973053626e-06,4.55073549849888e-06,4.54292398098650e-06,-9.17332359281213e+01,1.12324558113614e+06,1.91187034382707e+07,1.75491129271988e+00,3.91733544412408e-02,1.38868623607173e+00,1.25015465112548e+00
425,nom,425,,1.27275091724814e+00,8.61919646683377e-05,1.07359768226648e-05,5.16006791203961e-06,5.15118608122598e-06,-8.83616235397983e+01,9.72586933255051e+05,1.67821749243683e+07,1.75360273379483e+00,3.93235752697302e-02,1.38807611700588e+00,1.24680705471614e+00
426,nom,426,,1.26466685362091e+00,7.08237728356705e-05,9.24941488572072e-06,4.14119048878287e-06,4.13312520931772e-06,-9.53748124233754e+01,1.27282066520981e+06,2.13721894595730e+07,1.75584902560935e+00,3.91574138659662e-02,1.37551720777461e+00,1.23980758289216e+00
427,nom,427,,1.27837771791107e+00,8.10728914056420e-05,1.00283587194162e-05,4.78093345152908e-06,4.77257345705800e-06,-8.91220209159440e+01,1.04342589937544e+06,1.81543074448932e+07,1.75446203571722e+00,3.92395597525895e-02,1.39266709285661e+00,1.25279025989169e+00
428,nom,428,,1.27960076004835e+00,7.97287870712172e-05,9.90174175109545e-06,4.66819997900361e-06,4.65980806914688e-06,-9.07760610643891e+01,1.08015100985888e+06,1.87914720135747e+07,1.75480293531543e+00,3.90703367795770e-02,1.39295302011096e+00,1.25430346372183e+00
429,nom,429,,1.28878332459135e+00,8.87501884787195e-05,1.06933335876406e-05,5.23955077966598e-06,5.22947197547091e-06,-8.38445738657522e+01,8.95910413153258e+05,1.66326072154598e+07,1.75378419826688e+00,3.91862707088400e-02,1.40474824086888e+00,1.26272174854917e+00
430,nom,430,,1.28617345743192e+00,8.27036457947026e-05,1.00754613271729e-05,4.84522138705336e-06,4.83617917866485e-06,-8.69201797295078e+01,9.97130470742485e+05,1.80124174969392e+07,1.75451199273431e+00,3.91508412605705e-02,1.40074206570537e+00,1.26053460930333e+00
431,nom,431,,1.25395109143795e+00,7.56780071551276e-05,9.77796591042908e-06,4.56295588214784e-06,4.55536356162249e-06,-9.11684324554448e+01,1.14170144431140e+06,1.85454927836276e+07,1.75429658414492e+00,3.96329873819494e-02,1.36854579010867e+00,1.22824277379070e+00
432,nom,432,,1.27217632430028e+00,7.35000742813564e-05,9.26424528647179e-06,4.30960202345721e-06,4.30185662441381e-06,-9.10331691751490e+01,1.17432519099385e+06,2.00623087353012e+07,1.75535182262399e+00,3.93253205492075e-02,1.38519829537733e+00,1.24690381632981e+00
433,nom,433,,1.26349120717849e+00,8.28677635832855e-05,1.05152455970924e-05,5.00392606763288e-06,4.99509163501436e-06,-8.79362236466643e+01,1.00518998535784e+06,1.71294923171529e+07,1.75367507933271e+00,3.95785740297826e-02,1.37900459572537e+00,1.23738500231892e+00
434,nom,434,,1.29954341031450e+00,8.74139759889606e-05,1.03552883196112e-05,5.07313314094357e-06,5.06268177309431e-06,-8.32020375161121e+01,9.02556023371798e+05,1.73772180083578e+07,1.75437836865394e+00,3.89574679715974e-02,1.41484925799900e+00,1.27379054494428e+00
435,nom,435,,1.26825372367961e+00,7.94268634329946e-05,9.99074665372709e-06,4.72918292641349e-06,4.72135653629202e-06,-9.07176633895298e+01,1.08419984587294e+06,1.81550008247409e+07,1.75429506672493e+00,3.93553253410746e-02,1.38266792808870e+00,1.24266313203793e+00
436,nom,436,,1.28678725936065e+00,8.04595821177798e-05,9.91980553762107e-06,4.67378994343365e-06,4.66447289444596e-06,-8.88708062361013e+01,1.04628809226390e+06,1.90175711236791e+07,1.75504829780707e+00,3.89952144490330e-02,1.39987629055174e+00,1.26147369451835e+00
437,nom,437,,1.23973703825946e+00,6.73990075980135e-05,9.17663435536010e-06,4.04679686324626e-06,4.03909473378067e-06,-9.57260508081665e+01,1.33928335816034e+06,2.12845100508305e+07,1.75545083572410e+00,3.96405544517874e-02,1.35144669125120e+00,1.21455754859924e+00
438,nom,438,,1.28679936875625e+00,8.48843197378351e-05,1.03433424748228e-05,4.97912482695076e-06,4.96957767723232e-06,-8.65839778806880e+01,9.67106267499567e+05,1.76390834814692e+07,1.75431171239523e+00,3.90865601365472e-02,1.40146397111261e+00,1.26111520863959e+00
439,nom,439,,1.26388953070682e+00,7.69003838216551e-05,9.77682789166414e-06,4.58966233310775e-06,4.58172365508929e-06,-9.01669491530237e+01,1.11151564207576e+06,1.86376211173433e+07,1.75450047513587e+00,3.94987420166402e-02,1.37821402210774e+00,1.23823413041368e+00
440,nom,440,,1.26928424450025e+00,7.59888632323515e-05,9.67832376955183e-06,4.47638576201970e-06,4.46833063414318e-06,-9.26453519984401e+01,1.15524311250839e+06,1.95281921426181e+07,1.75502684578047e+00,3.92244260106093e-02,1.38201876221439e+00,1.24404627358531e+00
441,nom,441,,1.27451797943146e+00,8.34228902302099e-05,1.04282585169816e-05,4.96534538639407e-06,4.95618889163966e-06,-8.78544897605659e+01,9.97820841446304e+05,1.75513712685204e+07,1.75408765552424e+00,3.93664629856920e-02,1.38922009944936e+00,1.24862456139101e+00
442,nom,442,,1.29707266367654e+00,9.02698581383284e-05,1.06525228577984e-05,5.28794255088457e-06,5.27759336873482e-06,-8.21930733401997e+01,8.64109706130470e+05,1.64680097480445e+07,1.75381715384073e+00,3.90565202225889e-02,1.41347462432731e+00,1.27104690527472e+00
443,nom,443,,1.28703306705622e+00,8.01245900078731e-05,9.89535565325314e-06,4.63918529311476e-06,4.62991273223230e-06,-9.00082019035766e+01,1.06406774918438e+06,1.92482765153485e+07,1.75515774745440e+00,3.88756550424378e-02,1.39968261069653e+00,1.26189041486696e+00
